Key,Description,en,fr
AH-94_mfd_home:R4_tooltip,Tooltip for an MFD button.,Flight Data,
AH-94_mfd_home:L5,Label for an MFD button (short!).,CMS,
AH-94_mfd_home:L5_tooltip,Tooltip for an MFD button.,Countermeasure System,
AH-94_mfd_flightLog:R2_tooltip,Tooltip for an MFD button.,Scroll Up,
AH-94_mfd_flightLog:R4_tooltip,Tooltip for an MFD button.,Scroll Down,
AH-94_mfd_flightLog:R5_tooltip,Tooltip for an MFD button.,Scroll Bottom,
AH-94_mfd_flightLog:B3_tooltip,Tooltip for an MFD button.,Dump log to file.,
AH-94_mfd_mission:B1,Label for an MFD button (short!).,WPT,
AH-94_mfd_mission:B1_tooltip,Tooltip for an MFD button.,Set Waypoint,
AH-94_mfd_mission:B3,Label for an MFD button (short!).,NEXT,
AH-94_mfd_mission:B3_tooltip,Tooltip for an MFD button.,Next Objective,
AH-94_mfd_mission:B5,Label for an MFD button (short!).,PREV,
AH-94_mfd_mission:B5_tooltip,Tooltip for an MFD button.,Previous Objective,
AH-94_mfd_gpsTgts:T2,Label for an MFD button (short!).,MAP,
AH-94_mfd_gpsTgts:T2_tooltip,Tooltip for an MFD button.,Nav Map,
AH-94_mfd_gpsTgts:T3,Label for an MFD button (short!).,WPT,
AH-94_mfd_gpsTgts:T3_tooltip,Tooltip for an MFD button.,Set Waypoints,
AH-94_mfd_gpsTgts:L2_tooltip,Tooltip for an MFD button.,Previous Group,
AH-94_mfd_gpsTgts:L3_tooltip,Tooltip for an MFD button.,Next Group,
AH-94_mfd_gpsTgts:B1_tooltip,Tooltip for an MFD button.,Create Group,
AH-94_mfd_gpsTgts:B2_tooltip,Tooltip for an MFD button.,Delete Group,
AH-94_mfd_gpsTgts:B4_tooltip,Tooltip for an MFD button.,Delete Target,
AH-94_mfd_gpsTgts:R3_tooltip,Tooltip for an MFD button.,Next Target,
AH-94_mfd_gpsTgts:R2_tooltip,Tooltip for an MFD button.,Previous Target,
AH-94_mfd_gpsTgts:R1_tooltip,Tooltip for an MFD button.,Toggle Path Mode,
AH-94_mfd_gpsTgts:R4_tooltip,Tooltip for an MFD button.,Move Up,
AH-94_mfd_gpsTgts:R5_tooltip,Tooltip for an MFD button.,MoveDown,
AH-94_mfd_gpsTgts:B5,Label for an MFD button (short!).,SEND,
AH-94_mfd_gpsTgts:B5_tooltip,Tooltip for an MFD button.,Send Data,
AH-94_mfd_flyCam:B2,Label for an MFD button (short!).,START,
AH-94_mfd_flyCam:B2_tooltip,Tooltip for an MFD button.,Start Camera,
AH-94_mfd_flyCam:B3,Label for an MFD button (short!).,END,
AH-94_mfd_flyCam:B3_tooltip,Tooltip for an MFD button.,End Camera,
AH-94_mfd_flyCam:B1,Label for an MFD button (short!).,VIEW,
AH-94_mfd_flyCam:B1_tooltip,Tooltip for an MFD button.,Toggle Preview,
AH-94_mfd_flyCam:R1,Label for an MFD button (short!).,RANDM,
AH-94_mfd_flyCam:R1_tooltip,Tooltip for an MFD button.,Toggle Random,
AH-94_mfd_flyCam:L3,Label for an MFD button (short!).,FOV:,
AH-94_mfd_flyCam:L3_tooltip,Tooltip for an MFD button.,Toggle FOV,
AH-94_mfd_flyCam:L4,Label for an MFD button (short!).," ",
AH-94_mfd_flyCam:L4_tooltip,Tooltip for an MFD button.,Toggle AutoFOV,
AH-94_mfd_flyCam:L5,Label for an MFD button (short!).," ",
AH-94_mfd_flyCam:L5_tooltip,Tooltip for an MFD button.,Toggle Audio,
AH-94_mfd_flyCam:R2,Label for an MFD button (short!).,MODE,
AH-94_mfd_flyCam:R2_tooltip,Tooltip for an MFD button.,Toggle Cam Mode,
AH-94_mfd_flyCam:R3,Label for an MFD button (short!).,LOOK,
AH-94_mfd_flyCam:R3_tooltip,Tooltip for an MFD button.,Toggle Look Mode,
AH-94_mfd_flyCam:R5,Label for an MFD button (short!).," ",
AH-94_mfd_flyCam:R5_tooltip,Tooltip for an MFD button.,Toggle Auto-Reset,
AH-94_mfd_flyCam:B5,Label for an MFD button (short!).," ",
AH-94_mfd_flyCam:B5_tooltip,Tooltip for an MFD button.,Cycle Reset Time,
AH-94_mfd_flyCam:T3,Label for an MFD button (short!).,SS,
AH-94_mfd_flyCam:T3_tooltip,Tooltip for an MFD button.,4K Screenshot,
AH-94_mfd_antiRad:T5,Label for an MFD button (short!).,SOI,
AH-94_mfd_antiRad:T5_tooltip,Tooltip for an MFD button.,Sensor of Interest,
AH-94_mfd_antiRad:R4,Label for an MFD button (short!).,HUD,
AH-94_mfd_antiRad:R4_tooltip,Tooltip for an MFD button.,HUD Mode,
AH-94_mfd_antiRad:R5_tooltip,Tooltip for an MFD button.,Declutter,
AH-94_mfd_gameMenu:B2,Label for an MFD button (short!).,RESTART,
AH-94_mfd_gameMenu:B2_tooltip,Tooltip for an MFD button.,Restart Mission,
AH-94_mfd_gameMenu:B4,Label for an MFD button (short!).,EXIT,
AH-94_mfd_gameMenu:B4_tooltip,Tooltip for an MFD button.,Return to Main,
AH-94_mfd_gameMenu:B3,Label for an MFD button (short!).,EXIT,
AH-94_mfd_gameMenu:B3_tooltip,Tooltip for an MFD button.,Return to Briefing Room,
AH-94_mfd_gameMenu:R2,Label for an MFD button (short!).,CENTER,
AH-94_mfd_gameMenu:R2_tooltip,Tooltip for an MFD button.,Recenter Seat,
AH-94_mfd_gameMenu:L3,Label for an MFD button (short!).,QSAVE,
AH-94_mfd_gameMenu:L3_tooltip,Tooltip for an MFD button.,Quick Save Menu,
AH-94_mfd_gameMenu:R4,Label for an MFD button (short!).,PLAYERS,
AH-94_mfd_gameMenu:R4_tooltip,Tooltip for an MFD button.,View Players,
AH-94_mfd_gameMenu:R5,Label for an MFD button (short!).,NETWORK,
AH-94_mfd_gameMenu:R5_tooltip,Tooltip for an MFD button.,Network Analytics,
AH-94_mfd_quicksave:L3_tooltip,Tooltip for an MFD button.,Save,
AH-94_mfd_quicksave:B4_tooltip,Tooltip for an MFD button.,Load,
AH-94_mfd_quicksave:T5,Label for an MFD button (short!).,BACK,
AH-94_mfd_quicksave:T5_tooltip,Tooltip for an MFD button.,Back,
AH-94_mfd_mpPlayers:B1,Label for an MFD button (short!).,BACK,
AH-94_mfd_mpPlayers:B1_tooltip,Tooltip for an MFD button.,Back,
AH-94_mfd_mpPlayers:T5,Label for an MFD button (short!).,MANAGE,
AH-94_mfd_mpPlayers:T5_tooltip,Tooltip for an MFD button.,Manage Players,
AH-94_mfd_mpPlayers:R4_tooltip,Tooltip for an MFD button.,Scroll Up,
AH-94_mfd_mpPlayers:R5_tooltip,Tooltip for an MFD button.,Scroll Down,
AH-94_mfd_netAnalytics:B1,Label for an MFD button (short!).,BACK,
AH-94_mfd_netAnalytics:B1_tooltip,Tooltip for an MFD button.,Back,
AH-94_mfd_hardpoints:T4_tooltip,Tooltip for an MFD button.,HP Gun,
AH-94_mfd_hardpoints:L2_tooltip,Tooltip for an MFD button.,HP 1,
AH-94_mfd_hardpoints:L1_tooltip,Tooltip for an MFD button.,HP 2,
AH-94_mfd_hardpoints:R1_tooltip,Tooltip for an MFD button.,HP 3,
AH-94_mfd_hardpoints:R2_tooltip,Tooltip for an MFD button.,HP 4,
AH-94_mfd_hardpoints:L3_tooltip,Tooltip for an MFD button.,HP 5,
AH-94_mfd_hardpoints:R3_tooltip,Tooltip for an MFD button.,HP 6,
AH-94_mfd_hardpoints:B2,Label for an MFD button (short!).,MODE,
AH-94_mfd_hardpoints:B2_tooltip,Tooltip for an MFD button.,Toggle Mode,
AH-94_mfd_hardpointInfoPage:R1,Label for an MFD button (short!).,BACK,
AH-94_mfd_hardpointInfoPage:R1_tooltip,Tooltip for an MFD button.,Return to Equip,
AH-94_mfd_hardpointInfoPage:B2_tooltip,Tooltip for an MFD button.,Toggle Arming,
AH-94_mfd_hardpointInfoPage:B4_tooltip,Tooltip for an MFD button.,Toggle Jettison,
AH-94_mfd_cmsPage:L4_tooltip,Tooltip for an MFD button.,Release Mode,
AH-94_mfd_cmsPage:B2,Label for an MFD button (short!).,-,
AH-94_mfd_cmsPage:B2_tooltip,Tooltip for an MFD button.,- Release Rate,
AH-94_mfd_cmsPage:B4,Label for an MFD button (short!).,+,
AH-94_mfd_cmsPage:B4_tooltip,Tooltip for an MFD button.,+ Release Rate,
AH-94_mfd_target:B3,Label for an MFD button (short!).,HEAD,
AH-94_mfd_target:B3_tooltip,Tooltip for an MFD button.,Head-track Mode,
AH-94_mfd_target:B2,Label for an MFD button (short!).,FWD,
AH-94_mfd_target:B2_tooltip,Tooltip for an MFD button.,Forward Mode,
AH-94_mfd_target:L1,Label for an MFD button (short!).,PWR,
AH-94_mfd_target:L1_tooltip,Tooltip for an MFD button.,Toggle TGP Power,
AH-94_mfd_target:R1,Label for an MFD button (short!).,ZOOM+,
AH-94_mfd_target:R1_tooltip,Tooltip for an MFD button.,Zoom In,
AH-94_mfd_target:R2,Label for an MFD button (short!).,ZOOM-,
AH-94_mfd_target:R2_tooltip,Tooltip for an MFD button.,Zoom Out,
AH-94_mfd_target:R3,Label for an MFD button (short!).,GPS-S,
AH-94_mfd_target:R3_tooltip,Tooltip for an MFD button.,GPS Send,
AH-94_mfd_target:R4,Label for an MFD button (short!).,GPS-A,
AH-94_mfd_target:R4_tooltip,Tooltip for an MFD button.,GPS Acquire,
AH-94_mfd_target:L2,Label for an MFD button (short!).,MODE,
AH-94_mfd_target:L2_tooltip,Tooltip for an MFD button.,Cycle Modes,
AH-94_mfd_target:L3,Label for an MFD button (short!).,SENS,
AH-94_mfd_target:L3_tooltip,Tooltip for an MFD button.,Sensor Mode,
AH-94_mfd_target:T3,Label for an MFD button (short!).,WPT,
AH-94_mfd_target:T3_tooltip,Tooltip for an MFD button.,To Waypoint,
AH-94_mfd_target:T4,Label for an MFD button (short!).,SOI,
AH-94_mfd_target:T4_tooltip,Tooltip for an MFD button.,Toggle Sensor of Interest,
AH-94_mfd_target:B4,Label for an MFD button (short!).,HMD,
AH-94_mfd_target:B4_tooltip,Tooltip for an MFD button.,Toggle HMD View,
AH-94_mfd_target:L4,Label for an MFD button (short!).,LIM,
AH-94_mfd_target:L4_tooltip,Tooltip for an MFD button.,Toggle Limits Overlay,
AH-94_mfd_target:B1,Label for an MFD button (short!).,MARK,
AH-94_mfd_target:B1_tooltip,Tooltip for an MFD button.,Toggle Laser Marker,
AH-94_mfd_map:T2,Label for an MFD button (short!).,GPS,
AH-94_mfd_map:T2_tooltip,Tooltip for an MFD button.,GPS Targets,
AH-94_mfd_map:R2,Label for an MFD button (short!).,ZOOM+,
AH-94_mfd_map:R3,Label for an MFD button (short!).,ZOOM-,
AH-94_mfd_map:R4,Label for an MFD button (short!).,UP,
AH-94_mfd_map:R5,Label for an MFD button (short!).,DOWN,
AH-94_mfd_map:B4,Label for an MFD button (short!).,LEFT,
AH-94_mfd_map:B5,Label for an MFD button (short!).,RIGHT,
AH-94_mfd_map:R1,Label for an MFD button (short!).,RESET,
AH-94_mfd_map:R1_tooltip,Tooltip for an MFD button.,Reset Offset,
AH-94_mfd_map:T3,Label for an MFD button (short!).,MODE,
AH-94_mfd_map:T3_tooltip,Tooltip for an MFD button.,Toggle Rotation Mode,
AH-94_mfd_map:T4,Label for an MFD button (short!).,SOI,
AH-94_mfd_map:T4_tooltip,Tooltip for an MFD button.,Toggle Sensor of Interest,
AH-94_mfd_map:L4,Label for an MFD button (short!).,FUEL,
AH-94_mfd_map:L4_tooltip,Tooltip for an MFD button.,Set Fuel Waypoint,
AH-94_mfd_map:L3,Label for an MFD button (short!).,RTB,
AH-94_mfd_map:L3_tooltip,Tooltip for an MFD button.,Set Return to Base Waypoint,
AH-94_mfd_map:L2,Label for an MFD button (short!).,OBJ,
AH-94_mfd_map:L2_tooltip,Tooltip for an MFD button.,Set Objective Waypoint,
AH-94_mfd_map:B1,Label for an MFD button (short!).,ALT-,
AH-94_mfd_map:B1_tooltip,Tooltip for an MFD button.,Lower Target Alt,
AH-94_mfd_map:B2,Label for an MFD button (short!).,ALT+,
AH-94_mfd_map:B2_tooltip,Tooltip for an MFD button.,Raise Target Alt,
AH-94_mfd_map:B3,Label for an MFD button (short!).,GPS-S,
AH-94_mfd_map:B3_tooltip,Tooltip for an MFD button.,Send GPS Target,
AH-94_mfd_radar:R1,Label for an MFD button (short!).,R+,
AH-94_mfd_radar:R1_tooltip,Tooltip for an MFD button.,Range +,
AH-94_mfd_radar:R2,Label for an MFD button (short!).,R-,
AH-94_mfd_radar:R2_tooltip,Tooltip for an MFD button.,Range -,
AH-94_mfd_radar:B1,Label for an MFD button (short!).,PWR,
AH-94_mfd_radar:B1_tooltip,Tooltip for an MFD button.,Radar Power,
AH-94_mfd_radar:B2,Label for an MFD button (short!).,UNLCK,
AH-94_mfd_radar:B2_tooltip,Tooltip for an MFD button.,Unlock,
AH-94_mfd_radar:T4,Label for an MFD button (short!).,SOI,
AH-94_mfd_radar:T4_tooltip,Tooltip for an MFD button.,Sensor of Interest,
AH-94_mfd_radar:B4,Label for an MFD button (short!).,SLAVE,
AH-94_mfd_radar:B4_tooltip,Tooltip for an MFD button.,Slave TADS,
AH-94_mfd_radar:L4,Label for an MFD button (short!).,GPS-S,
AH-94_mfd_radar:L4_tooltip,Tooltip for an MFD button.,Send GPS,
AH-94_mfd_radar:R3,Label for an MFD button (short!).,+,
AH-94_mfd_radar:R3_tooltip,Tooltip for an MFD button.,Elevation +,
AH-94_mfd_radar:R4,Label for an MFD button (short!).,-,
AH-94_mfd_radar:R4_tooltip,Tooltip for an MFD button.,Elevation -,
AH-94_mfd_radar:L3,Label for an MFD button (short!).,MODE,
AH-94_mfd_radar:L3_tooltip,Tooltip for an MFD button.,AG/AA Mode,
AH-94_mfd_options:L2_tooltip,Tooltip for an MFD button.,Unit Options,
AH-94_mfd_options:R2_tooltip,Tooltip for an MFD button.,Toggle Joystick Mode,
AH-94_mfd_options:L3_tooltip,Tooltip for an MFD button.,Fuel Settings,
AH-94_mfd_options:L4_tooltip,Tooltip for an MFD button.,Altitude Warning Settings,
AH-94_mfd_options:R3_tooltip,Tooltip for an MFD button.,Joystick Sensitivity,
AH-94_mfd_options:R4_tooltip,Tooltip for an MFD button.,Control Hints,
AH-94_mfd_options:R5_tooltip,Tooltip for an MFD button.,Bail When Spinning,
AH-94_mfd_unitOptions:L2_tooltip,Tooltip for an MFD button.,Altitude Units,
AH-94_mfd_unitOptions:L3_tooltip,Tooltip for an MFD button.,Distance Units,
AH-94_mfd_unitOptions:L4_tooltip,Tooltip for an MFD button.,Speed Units,
AH-94_mfd_unitOptions:T3,Label for an MFD button (short!).,BACK,
AH-94_mfd_unitOptions:T3_tooltip,Tooltip for an MFD button.,Back,
AH-94_mfd_fuelConfig:T3,Label for an MFD button (short!).,BACK,
AH-94_mfd_fuelConfig:T3_tooltip,Tooltip for an MFD button.,Back,
AH-94_mfd_fuelConfig:L3_tooltip,Tooltip for an MFD button.,Bingo Fuel +,
AH-94_mfd_fuelConfig:L4_tooltip,Tooltip for an MFD button.,Bingo Fuel -,
AH-94_mfd_altitudeSettings:T3,Label for an MFD button (short!).,BACK,
AH-94_mfd_altitudeSettings:T3_tooltip,Tooltip for an MFD button.,Back,
AH-94_mfd_altitudeSettings:L3_tooltip,Tooltip for an MFD button.,Min Alt +,
AH-94_mfd_altitudeSettings:L4_tooltip,Tooltip for an MFD button.,Min Alt -,
AH-94_mfd_altitudeSettings:R3_tooltip,Tooltip for an MFD button.,Max Alt +,
AH-94_mfd_altitudeSettings:R4_tooltip,Tooltip for an MFD button.,Max Alt -,
AH-94_mfd_altitudeSettings:L2_tooltip,Tooltip for an MFD button.,Toggle Alt Mode,
870L Fuel Drop Tank_fullName,Full equip name of: 870L Fuel Drop Tank,870L Fuel Drop Tank,
870L Fuel Drop Tank_description,Item description of: 870L Fuel Drop Tank,870 liter external fuel tank.,
AGM-126 SideARM II x1_fullName,Full equip name of: AGM-126 SideARM II x1,AGM-126 SideARM II x1,AGM-126 SideARM II x1
AGM-126 SideARM II x1_description,Item description of: AGM-126 SideARM II x1,Compact short range anti-radiation missile based on the AIM-9x.,Missile anti-rayonnement compact a courte portee base sur l'AIM-9x.
GBU-39 SD Bomb x3_fullName,Full equip name of: GBU-39 SD Bomb x3,GBU-39 SD Bomb x3,Bombe SD GBU-39 x3
GBU-39 SD Bomb x3_description,Item description of: GBU-39 SD Bomb x3,GPS guided small diameter bomb. It has built-in folding wings that allow it to glide for long distances and hit targets with precision.,Bombe de petit diametre guidee par GPS.�Il a des ailes repliables integrees qui lui permettent de planer sur de longues distances et d'atteindre des cibles avec precision.
tutName_Vertical Flight,Name of a legacy tutorial objective,Vertical Flight,Vol vertical
tutDesc_Vertical Flight,Description of a legacy tutorial,Complete the Vertical Flight tutorial.,Terminez le didacticiel Vol vertical.
tut:Vertical Flight:Intro10,A tutorial label,Welcome to the Vertical Flight autopilot training.,Bienvenue a la formation de pilote automatique Vertical Flight.
tut:Vertical Flight:Intro21,A tutorial label,"Vertical flight can be tricky, but by using the AP, you will be a master in no time."," but by using the AP"
tut:Vertical Flight:CheckTilt2,A tutorial label,"First, make sure the engines are tilted at 90 degrees."," make sure the engines are tilted at 90 degrees."
tut:Vertical Flight:CheckTilt3,A tutorial label,"First, make sure the engines are tilted at 90 degrees."," make sure the engines are tilted at 90 degrees."
tut:Vertical Flight:EnableHVR4,A tutorial label,Enable HVR mode.,Activez le mode HVR.
tut:Vertical Flight:EnableALT5,A tutorial label,Enable ALT mode.,Activez le mode ALT.
tut:Vertical Flight:HVRInfo6,A tutorial label,The HVR mode will assist you in staying upright and keeping your horizontal velocity under control.,Le mode HVR vous aidera a rester debout et a garder votre vitesse horizontale sous contr�le.
tut:Vertical Flight:ALTInfo7,A tutorial label,The ALT mode will take control of the engines and convert inputs into climb or descent rates.,Le mode ALT prendra le contr�le des moteurs et convertira les entrees en taux de montee ou de descente.
tut:Vertical Flight:ALTInfo28,A tutorial label,Keeping your throttle centered will hold a hover,Garder votre manette des gaz centree tiendra un vol stationnaire
tut:Vertical Flight:ALTInfo39,A tutorial label,Raise or lower the throttle to climb or descend,Augmenter ou abaisser la manette des gaz pour monter ou descendre
tut:Vertical Flight:AltThrottleInfo10,A tutorial label,Altitude Control Status,etat du contr�le d'altitude
tut:Vertical Flight:DontTilt11,A tutorial label,Keep your left thumb away from the tilt control.,eloignez votre pouce gauche de la commande d'inclinaison.
tut:Vertical Flight:DontTilt212,A tutorial label,Any engine tilt less than 90 will disengage HVR AP,Toute inclinaison du moteur inferieure a 90 desengagera le HVR AP
tut:Vertical Flight:TakeOffNow13,A tutorial label,Lift throttle now.  Climb to {50} altitude.,Soulevez l'accelerateur maintenant.�Monter a {50} altitude.
tut:Vertical Flight:HoldAltitude14,A tutorial label,Now set your throttle lever to the midpoint to hover.,Maintenant
tut:Vertical Flight:HoverInfo15,A tutorial label,You should now be in a stable hover,Vous devriez maintenant etre en vol stationnaire stable
tut:Vertical Flight:HoverInfo216,A tutorial label,You can make adjustments to the throttle to climb or descend as needed.,Vous pouvez faire des ajustements a la manette des gaz pour monter ou descendre selon vos besoins.
tut:Vertical Flight:LatMovementInfo17,A tutorial label,Now you can use the joystick to move around,Vous pouvez maintenant utiliser le joystick pour vous deplacer
tut:Vertical Flight:LatMovementInfo218,A tutorial label,The HVR autopilot will handle attitude control,Le pilote automatique HVR gerera le contr�le d'attitude
tut:Vertical Flight:LatMovementInfo319,A tutorial label,You just have to tilt the joystick in the direction you want to go,Il vous suffit d'incliner le joystick dans la direction o� vous voulez aller
tut:Vertical Flight:LatMovementInfo420,A tutorial label,You can also twist the joystick to yaw,Vous pouvez egalement tordre le joystick pour lacet
tut:Vertical Flight:LatMovementHUD21,A tutorial label,Horizontal Velocity Indicator,Indicateur de vitesse horizontale
tut:Vertical Flight:StudyMovement22,A tutorial label,"As you move around, study how the AP handles the vehicle"," study how the AP handles the vehicle"
tut:Vertical Flight:StartTargets23,A tutorial label,Let's try flying into some targets.,Essayons de voler dans certaines cibles.
tut:Vertical Flight:HoverWaypoint024,A tutorial label,Hover here!,Survolez ici�!
tut:Vertical Flight:HoverWaypoint125,A tutorial label,Hover here!,Survolez ici�!
tut:Vertical Flight:HoverWaypoint226,A tutorial label,Hover here!,Survolez ici�!
tut:Vertical Flight:HoverWaypoint327,A tutorial label,Hover here!,Survolez ici�!
tut:Vertical Flight:GoodJob28,A tutorial label,Great! Now lets try to land back on the helipad.,Genial!�Essayons maintenant d'atterrir sur l'heliport.
tut:Vertical Flight:StopBeforeLand29,A tutorial label,"Bring yourself to a stop by centering the throttle, and steering the stick in the opposite direction as your horizontal velocity indicator."," and steering the stick in the opposite direction as your horizontal velocity indicator."
tut:Vertical Flight:FaceLanding30,A tutorial label,Rotate to face towards the helipads.,Tournez pour faire face aux heliports.
tut:Vertical Flight:HeadTowardPad31,A tutorial label,Begin to move towards the pad.  Adjust your altitude control and steer so your velocity vector is pointed just above the pad.,Commencez a vous deplacer vers le pad.�Ajustez votre contr�le d'altitude et dirigez de sorte que votre vecteur de vitesse soit pointe juste au-dessus du pad.
tut:Vertical Flight:AlmostLand32,A tutorial label,Slow your forward speed and rate of descent.,Ralentissez votre vitesse d'avancement et votre taux de descente.
tut:Vertical Flight:Land33,A tutorial label,Adjust rate of descent to bring it down gently.,Ajustez le taux de descente pour le faire descendre doucement.
tut:Vertical Flight:Touchdown34,A tutorial label,Touch down!  Throttle down and enable brake locks.,Atterrir!�Reduisez les gaz et activez le verrouillage des freins.
tut:Vertical Flight:Brake Locks35,A tutorial label,Enable brake lock.,Activer le verrouillage des freins.
tut:Vertical Flight:Congrats36,A tutorial label,Congratulations!  Next time: Manual vertical flight and transitioning.,Toutes nos felicitations!�La prochaine fois : Vol vertical manuel et transition.
PGM-27 x19_fullName,Full equip name of: PGM-27 x19,PGM-27 x19,
PGM-27 x19_description,Item description of: PGM-27 x19,"A rack of 2.75 inch rockets which have been fitted with a laser guidance package, turning them into precision guided munitions.
Requires continuous lock for guidance (not fire-and-forget).",
EUCAV GUN_fullName,Full equip name of: EUCAV GUN,EUCAV GUN,PISTOLET EUCAV
EUCAV GUN_description,Item description of: EUCAV GUN,EUCAV GUN,PISTOLET EUCAV
eqSublabel_GPS-BOMB-INTERNAL,HUD sub-label of an equip,GPS BOMB INTERNAL,GPS BOMBE INTERNE
Mk.82 Bomb x3_fullName,Full equip name of: Mk.82 Bomb x3,Mk.82 Bomb x3,Bombe Mk.82 x3
Mk.82 Bomb x3_description,Item description of: Mk.82 Bomb x3,Standard un-guided 500lb bombs.,Bombes standard non guidees de 500 lb.
ASF-SRM-RA x2_fullName,Full equip name of: ASF-SRM-RA x2,ASF-SRM-RA x2,
ASF-SRM-RA x2_description,Item description of: ASF-SRM-RA x2,A rack of two older rear-aspect heat-seeking anti-air missiles.,
AGM-114 x4_fullName,Full equip name of: AGM-114 x4,AGM-114 x4,AGM-114 x4
AGM-114 x4_description,Item description of: AGM-114 x4,"A rack of 4 laser guided anti-tank missiles.
Requires continuous lock for guidance (not fire-and-forget).",Un rack de 4 missiles antichars guides par laser.
Mk-82AIR High Drag Bomb x2_fullName,Full equip name of: Mk-82AIR High Drag Bomb x2,Mk-82AIR High Drag Bomb x2,Bombe a forte tra�nee Mk-82AIR x2
Mk-82AIR High Drag Bomb x2_description,Item description of: Mk-82AIR High Drag Bomb x2,Standard un-guided 500lb bombs. Deploys an inflatable drag chute to slow descent for low altitude bombing.,Bombes standard non guidees de 500 lb.�Deploie un parachute de freinage gonflable pour ralentir la descente pour les bombardements a basse altitude.
GMA-6 x2_fullName,Full equip name of: GMA-6 x2,GMA-6 x2,GMA-6 x2
GMA-6 x2_description,Item description of: GMA-6 x2,"A medium range optically guided ""fire-and-forget"" anti-tank missile.",Un missile antichar de moyenne portee a guidage optique ��tirer et oublier��.
GBU-39 SD Bomb x4_fullName,Full equip name of: GBU-39 SD Bomb x4,GBU-39 SD Bomb x4,Bombe SD GBU-39 x4
GBU-39 SD Bomb x4_description,Item description of: GBU-39 SD Bomb x4,GPS guided small diameter bomb. It has built-in folding wings that allow it to glide for long distances and hit targets with precision.,Bombe de petit diametre guidee par GPS.�Il a des ailes repliables integrees qui lui permettent de planer sur de longues distances et d'atteindre des cibles avec precision.
BSM-66LR_fullName,Full equip name of: BSM-66LR,BSM-66LR,BSM-66LR
BSM-66LR_description,Item description of: BSM-66LR,Standard semi-active radar-guided surface to air missile. Equipped with first stage booster for extended range.,Missile a guidage radar standard.�equipe d'un booster de premier etage pour une portee etendue.
ASF-SRM x3_fullName,Full equip name of: ASF-SRM x3,ASF-SRM x3,ASF-SRM x3
ASF-SRM x3_description,Item description of: ASF-SRM x3,A rack of three standard heat-seeking anti-air missiles.,Un rack de trois missiles anti-aeriens a recherche de chaleur standard.
eqSublabel_LASER-BOMB-INTERNAL,HUD sub-label of an equip,LASER BOMB INTERNAL,BOMBE LASER INTERNE
AGM-145 Ballista x2_fullName,Full equip name of: AGM-145 Ballista x2,AGM-145 Ballista x2,
AGM-145 Ballista x2_description,Item description of: AGM-145 Ballista x2,"Small anti-tank missiles with advanced optics, ""fire and forget"", and smart self-targeting technology. Can be fired without line of sight to the designated target point, and will acquire hostile targets automatically.",
AGM-188 MARM_fullName,Full equip name of: AGM-188 MARM,AGM-188 MARM,AGM-188 MARM
AGM-188 MARM_description,Item description of: AGM-188 MARM,Medium range anti-radiation missile with a unique top down attack angle.,Missile anti-rayonnement a moyenne portee avec un angle d'attaque unique de haut en bas.
ASRM-93 x2_fullName,Full equip name of: ASRM-93 x2,ASRM-93 x2,ASRM-93 x2
ASRM-93 x2_description,Item description of: ASRM-93 x2,Heat seeking short range air to air missiles.  Internally stowed.,Missiles air-air a recherche de chaleur a courte portee.�Rangement a l'interieur.
AGM-145 Ballista x3_fullName,Full equip name of: AGM-145 Ballista x3,AGM-145 Ballista x3,
AGM-145 Ballista x3_description,Item description of: AGM-145 Ballista x3,"Small anti-tank missiles with advanced optics, ""fire and forget"", and smart self-targeting technology. Can be fired without line of sight to the designated target point, and will acquire hostile targets automatically.",
ASF-SRM-RA x3_fullName,Full equip name of: ASF-SRM-RA x3,ASF-SRM-RA x3,
ASF-SRM-RA x3_description,Item description of: ASF-SRM-RA x3,A rack of three older rear-aspect heat-seeking anti-air missiles.,
Backstop_fullName,Full equip name of: Backstop,Backstop,
Backstop_description,Item description of: Backstop,Standard semi-active radar-guided surface to air missile.,
ASMRM-1 x1_fullName,Full equip name of: ASMRM-1 x1,ASMRM-1 x1,
ASMRM-1 x1_description,Item description of: ASMRM-1 x1,"Older, medium range semi-active radar air to air missile. Requires radar lock until intercept.",
AIM-9E Sidewinder_fullName,Full equip name of: AIM-9E Sidewinder,AIM-9E Sidewinder,
AIM-9E Sidewinder_description,Item description of: AIM-9E Sidewinder,"A single AIM-9E. An older short range, rear-aspect, heat seeking air to air missile.",
Hydra-70 x14 Rocket Pod_fullName,Full equip name of: Hydra-70 x14 Rocket Pod,Hydra-70 x14 Rocket Pod,Pod de fusee Hydra-70 x14
Hydra-70 x14 Rocket Pod_description,Item description of: Hydra-70 x14 Rocket Pod,"A pair of pods carrying a total of 14 high explosive rockets.  Can be fired in single shot mode, or rapid fire (ripple)."," or rapid fire (ripple)."
mfdpOpenMenu,Tooltip for button that opens a menu.,Open Menu,Ouvrir le menu
mfdpBLANK,Label for a minimized MFD portal that is empty. Opens the portal menu.,BLANK,VIDE
MFDPortalHome_MFDPortalPage_pageName,MFD portal page name,Menu,Menu
MFDPortalHome_MFDPortalPage_pageLabel,MFD portal page button label,MENU,MENU
MapMFDPage_MFDPortalPage_pageName,MFD portal page name,Nav Map,Carte de navigation
MapMFDPage_MFDPortalPage_pageLabel,MFD portal page button label,NAV,VNI
